Vehicle_Type,Vehicle_Dimensions,Geographical_Location,Amount_Frauded
0.018233918128654825,0.5,0.0,0.21621621621621623
0.1790209790209789,0.5,1.0,0.5270270270270271
0.0,1.0,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.0,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.2972972972972973
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
1.0,0.0,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,0.0,0.2972972972972973
0.05277974087161352,1.0,1.0,0.21621621621621623
0.1790209790209789,0.5,1.0,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,0.0,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.1790209790209789,0.5,0.0,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.0,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,1.0,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,1.0,0.31081081081081086
0.34436300174520085,0.0,0.0,0.5405405405405406
0.0,1.0,0.27163904235727454,0.35135135135135137
0.05277974087161352,1.0,0.5914964265165636,0.8378378378378379
0.1790209790209789,0.5,0.5914964265165636,0.0
0.0,1.0,0.5914964265165636,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,0.0,0.32432432432432434
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,1.0,0.7702702702702703
0.0,1.0,1.0,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.1790209790209789,0.5,0.0,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.1790209790209789,0.5,0.0,0.3783783783783784
1.0,0.0,0.0,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.0,1.0,0.0,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.34436300174520085,0.0,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,0.0,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.7297297297297298
0.0,1.0,0.0,0.4594594594594595
0.018233918128654825,0.5,1.0,0.21621621621621623
0.16441281138790043,1.0,0.0,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,1.0,0.8648648648648649
0.0,1.0,0.5914964265165636,0.2972972972972973
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
0.0,1.0,0.0,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.32432432432432434
0.1790209790209789,0.5,0.5914964265165636,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
1.0,0.0,0.27163904235727454,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.1790209790209789,0.5,0.0,0.21621621621621623
0.16441281138790043,1.0,0.0,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.34436300174520085,0.0,0.0,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.5914964265165636,0.2972972972972973
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
0.1790209790209789,0.5,0.5914964265165636,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
0.0,1.0,0.0,0.21621621621621623
0.34436300174520085,0.0,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.34436300174520085,0.0,0.0,0.21621621621621623
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.0,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,1.0,0.7702702702702703
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,1.0,0.2567567567567568
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.6486486486486487
0.1790209790209789,0.5,1.0,0.5270270270270271
0.16441281138790043,1.0,1.0,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.24324324324324326
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.34436300174520085,0.0,0.27163904235727454,0.2702702702702703
0.16441281138790043,1.0,0.7366896538018208,0.7567567567567568
0.05277974087161352,1.0,1.0,0.7972972972972974
1.0,0.0,0.7366896538018208,0.21621621621621623
0.1790209790209789,0.5,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.34436300174520085,0.0,0.0,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.8378378378378379
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.0,0.8918918918918919
1.0,0.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,1.0,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.018233918128654825,0.5,0.0,0.10810810810810811
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.27163904235727454,0.21621621621621623
1.0,0.0,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.7297297297297298
0.34436300174520085,0.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.3783783783783784
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
0.34436300174520085,0.0,0.5914964265165636,0.3783783783783784
0.34436300174520085,0.0,0.0,0.21621621621621623
0.0,1.0,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.0,1.0,0.0,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.8648648648648649
0.0,1.0,0.0,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.05277974087161352,1.0,1.0,0.7702702702702703
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.24324324324324326
0.16441281138790043,1.0,0.0,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.0,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.2702702702702703
0.0,1.0,0.7366896538018208,0.2702702702702703
0.16441281138790043,1.0,0.27163904235727454,0.8648648648648649
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,0.0,0.21621621621621623
0.1790209790209789,0.5,1.0,0.21621621621621623
0.018233918128654825,0.5,0.0,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.0,0.21621621621621623
0.05277974087161352,1.0,0.0,0.8378378378378379
0.34436300174520085,0.0,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.0,1.0,1.0,0.21621621621621623
0.16441281138790043,1.0,0.0,0.21621621621621623
0.05277974087161352,1.0,1.0,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,1.0,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.7297297297297298
0.05277974087161352,1.0,1.0,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.1790209790209789,0.5,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.0,0.21621621621621623
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.1790209790209789,0.5,0.0,0.32432432432432434
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.8648648648648649
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.0,1.0,0.0,0.4594594594594595
0.1790209790209789,0.5,1.0,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.0,1.0,0.0,0.21621621621621623
0.0,1.0,1.0,0.2972972972972973
0.0,1.0,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.0,0.21621621621621623
1.0,0.0,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.0,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.0,1.0,0.27163904235727454,0.3783783783783784
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.7027027027027027
0.0,1.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.2972972972972973
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.34436300174520085,0.0,0.0,0.21621621621621623
0.0,1.0,1.0,0.21621621621621623
0.0,1.0,0.0,0.4594594594594595
0.05277974087161352,1.0,1.0,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
0.0,1.0,0.7366896538018208,0.32432432432432434
1.0,0.0,0.0,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
0.34436300174520085,0.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.0,0.32432432432432434
0.16441281138790043,1.0,0.0,0.21621621621621623
1.0,0.0,0.27163904235727454,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.0,1.0,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.7297297297297298
1.0,0.0,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.0,0.21621621621621623
0.0,1.0,0.5914964265165636,0.2702702702702703
0.0,1.0,0.5914964265165636,0.21621621621621623
0.34436300174520085,0.0,0.0,0.21621621621621623
0.1790209790209789,0.5,0.0,0.4864864864864865
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,1.0,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.34436300174520085,0.0,0.5914964265165636,0.3783783783783784
0.1790209790209789,0.5,1.0,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.018233918128654825,0.5,0.0,0.2702702702702703
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.7567567567567568
0.0,1.0,0.27163904235727454,0.3783783783783784
0.16441281138790043,1.0,0.7366896538018208,0.7297297297297298
0.16441281138790043,1.0,0.5914964265165636,0.8378378378378379
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.7567567567567568
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.7297297297297298
0.018233918128654825,0.5,0.7366896538018208,0.2972972972972973
0.34436300174520085,0.0,1.0,0.4594594594594595
0.34436300174520085,0.0,0.27163904235727454,0.24324324324324326
0.018233918128654825,0.5,0.0,0.2702702702702703
0.34436300174520085,0.0,0.7366896538018208,0.24324324324324326
0.0,1.0,1.0,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.0,1.0,1.0,0.21621621621621623
0.0,1.0,0.7366896538018208,0.43243243243243246
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.0,1.0,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.0,0.7297297297297298
0.34436300174520085,0.0,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.0,1.0,0.27163904235727454,0.2702702702702703
0.1790209790209789,0.5,0.0,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.24324324324324326
1.0,0.0,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,0.0,0.21621621621621623
0.0,1.0,0.27163904235727454,0.21621621621621623
0.0,1.0,0.0,0.3783783783783784
0.018233918128654825,0.5,0.5914964265165636,0.5135135135135136
0.34436300174520085,0.0,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.7297297297297298
0.34436300174520085,0.0,0.7366896538018208,0.16216216216216217
0.34436300174520085,0.0,1.0,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.0,1.0,1.0,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,0.0,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.24324324324324326
1.0,0.0,0.7366896538018208,0.21621621621621623
0.34436300174520085,0.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,1.0,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.945945945945946
0.018233918128654825,0.5,0.5914964265165636,0.24324324324324326
0.05277974087161352,1.0,0.0,0.21621621621621623
0.1790209790209789,0.5,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,1.0,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.35135135135135137
0.018233918128654825,0.5,1.0,0.21621621621621623
1.0,0.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,1.0,0.21621621621621623
0.1790209790209789,0.5,1.0,0.21621621621621623
1.0,0.0,1.0,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.0,0.4594594594594595
0.05277974087161352,1.0,0.7366896538018208,0.7027027027027027
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,0.0,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.21621621621621623
1.0,0.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.0,0.21621621621621623
0.05277974087161352,1.0,1.0,0.21621621621621623
0.1790209790209789,0.5,1.0,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,1.0,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.8648648648648649
1.0,0.0,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,1.0,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.7567567567567568
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.0,1.0,0.5914964265165636,0.21621621621621623
0.1790209790209789,0.5,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.1790209790209789,0.5,0.5914964265165636,0.24324324324324326
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.2702702702702703
0.1790209790209789,0.5,0.0,0.21621621621621623
0.0,1.0,0.0,0.4594594594594595
0.0,1.0,0.27163904235727454,0.35135135135135137
0.34436300174520085,0.0,1.0,0.4594594594594595
0.0,1.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.7297297297297298
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.0,0.8918918918918919
0.0,1.0,1.0,0.2972972972972973
0.0,1.0,1.0,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.7297297297297298
0.0,1.0,0.0,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.7297297297297298
0.05277974087161352,1.0,0.0,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.8378378378378379
0.0,1.0,0.7366896538018208,0.21621621621621623
0.0,1.0,1.0,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.0,0.8918918918918919
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
0.0,1.0,1.0,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.05277974087161352,1.0,0.0,0.918918918918919
0.0,1.0,1.0,0.21621621621621623
0.018233918128654825,0.5,0.27163904235727454,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.2972972972972973
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.018233918128654825,0.5,0.5914964265165636,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.0,1.0,1.0,0.21621621621621623
0.16441281138790043,1.0,0.27163904235727454,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.1790209790209789,0.5,1.0,0.3648648648648649
1.0,0.0,0.0,0.21621621621621623
0.0,1.0,1.0,0.21621621621621623
1.0,0.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.7366896538018208,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,1.0,0.21621621621621623
0.018233918128654825,0.5,0.7366896538018208,0.21621621621621623
0.1790209790209789,0.5,1.0,0.21621621621621623
0.018233918128654825,0.5,1.0,0.21621621621621623
0.0,1.0,0.27163904235727454,0.4594594594594595
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.27163904235727454,0.8648648648648649
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.16441281138790043,1.0,0.5914964265165636,0.21621621621621623
0.05277974087161352,1.0,0.5914964265165636,0.21621621621621623
0.34436300174520085,0.0,0.0,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
0.34436300174520085,0.0,0.0,0.21621621621621623
0.0,1.0,0.0,0.21621621621621623
0.0,1.0,0.27163904235727454,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
0.16441281138790043,1.0,0.7366896538018208,0.21621621621621623
0.05277974087161352,1.0,1.0,0.21621621621621623
0.34436300174520085,0.0,0.7366896538018208,0.21621621621621623
0.0,1.0,0.7366896538018208,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
0.1790209790209789,0.5,0.7366896538018208,0.21621621621621623
0.1790209790209789,0.5,0.27163904235727454,0.21621621621621623
0.34436300174520085,0.0,1.0,0.21621621621621623
1.0,0.0,0.0,0.21621621621621623
0.1790209790209789,0.5,1.0,0.21621621621621623
